44,6,0.00031550581357255817,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/6,4.758681825478561e-05,1,1.6354082617908716e-05,1,1,5000000,8.131760114338249e-05,0.09726083950617284,0,0.11112486571073532,0.008677587301587303,0,0.0017069332534447312,0,0,0,0.13719689594356263,0.05465136095881462,0.20185793936252594,0.008576451499118167,0.0023188579361885786,0.00410639401525259,0,0,0,0.18718831746031747,0.6575118899345398,0.5407832860946655,0.009270405643738976,0.011578109115362167,0.015469549223780632,0,0,0,0.0959294532627866,0.5847575068473816,0.18639536201953888,0.008653206349206348,0.0036754512693732977,0.0048842704854905605,0,0,0
82,2,4.205320394830163e-05,dfd6dd7e-a034-4ffa-86e6-b9761b906e16,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/dfd6dd7e-a034-4ffa-86e6-b9761b906e16/Models/2,NaN,0.25,NaN,0.25,0.25,5000000,NaN,0.09726083950617284,NaN,NaN,0.008677587301587303,NaN,NaN,0,NaN,NaN,0.13719689594356263,NaN,NaN,0.008576451499118167,NaN,NaN,0,NaN,NaN,0.18718831746031747,NaN,NaN,0.009270405643738976,NaN,NaN,0,NaN,NaN,0.0959294532627866,NaN,NaN,0.008653206349206348,NaN,NaN,0,NaN,NaN
45,2,0.001,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/2,5.7130739151034504e-05,1,8.4764951679972e-06,1,0.9998999834060669,5000000,0.00023560439876746386,0.09726083950617284,0.002538156695663929,0.03979536518454552,0.008677587301587303,0.013528321869671345,0.0017446697456762195,0,0,0,0.13719689594356263,0.13335025310516357,0.19360864162445068,0.008576451499118167,0.007103810086846352,0.0049623460508883,0,0,0,0.18718831746031747,0.7169750928878784,0.565037727355957,0.009270405643738976,0.006234894972294569,0.01300391647964716,0,0,0,0.0959294532627866,0.41642993688583374,0.13926181197166443,0.008653206349206348,0.004858492407947779,0.003682343987748027,0,0,0
143,2,5e-05,a6a13b3e-c607-4d16-b205-c659f2ac96d8,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/a6a13b3e-c607-4d16-b205-c659f2ac96d8/Models/2,NaN,0.25,NaN,0.25,0.25,5000000,NaN,0.09726083950617284,NaN,NaN,0.008677587301587303,NaN,NaN,0,NaN,NaN,0.13719689594356263,NaN,NaN,0.008576451499118167,NaN,NaN,0,NaN,NaN,0.18718831746031747,NaN,NaN,0.009270405643738976,NaN,NaN,0,NaN,NaN,0.0959294532627866,NaN,NaN,0.008653206349206348,NaN,NaN,0,NaN,NaN
46,4,0.00011972455727313552,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/4,0.0001082821108866483,1,1.9454162611509673e-05,1,1,5000000,5.595040784101002e-05,0.09726083950617284,NaN,0.10290590673685074,0.008677587301587303,NaN,0.004662223160266876,0,NaN,0,0.13719689594356263,0.24436575174331665,0.21999062597751617,0.008576451499118167,0.005419317167252302,0.004286667797714472,0,0,0,0.18718831746031747,0.5992427468299866,0.5549397468566895,0.009270405643738976,0.013125515542924404,0.013762758113443851,0,0,0,0.0959294532627866,0.5824694633483887,0.222602978348732,0.008653206349206348,0.008220969699323177,0.00730709545314312,0,0,0
47,1,4.5171914193409706e-05,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/1,0.00027051722281612456,1,0.00024366762954741716,1,0.9998999834060669,5000000,0.0003531471884343773,0.09726083950617284,NaN,0.07041650265455246,0.008677587301587303,NaN,0.0022697066888213158,0,NaN,0,0.13719689594356263,0.19772881269454956,0.19539162516593933,0.008576451499118167,0.0029959173407405615,0.004540917929261923,0,0,0,0.18718831746031747,0.7704748511314392,0.6112847924232483,0.009270405643738976,0.007313911337405443,0.016794977709650993,0,0,0,0.0959294532627866,0.6498456597328186,0.2355595976114273,0.008653206349206348,0.0033224134240299463,0.008418221026659012,0,0,0
107,0,1.134585274760353e-05,fa8b7f50-8ccb-4404-ac9f-ac8a39ee6b56,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Heatmap loss/fa8b7f50-8ccb-4404-ac9f-ac8a39ee6b56/Models/0,0.001526185660623014,1,0.0015268441056832671,1,1,5000000,0.0015254762256518006,0.07097662081128747,0.1355099380016327,0.39626628160476685,0.0076804514991181665,0.006866293493658304,1.4620614763316553e-07,0.002816,0.0029331787955015898,6.79095819577924e-07,0.08975492063492063,0,0.4658184051513672,0.007653361552028218,0,1.8814948532508424e-07,0.004164571428571428,0,7.432259668815888e-11,0.13683352380952382,0.5421155691146851,0.847616970539093,0.008090412698412697,0,1.5313961654328523e-08,0.0027771428571428574,7.986253880432059e-10,1.4497439360106057e-10,0.066567139329806,NaN,0.835861325263977,0.007656522045855379,NaN,8.546962249056378e-07,0.0033439999999999998,NaN,0
120,5,3.7216816553597094e-06,bf03205a-89bb-4192-a82b-a19ff42eccfd,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Heatmap loss/bf03205a-89bb-4192-a82b-a19ff42eccfd/Models/5,5.028404848417267e-05,1,5.0982649554498494e-05,1,1,5000000,5.110327765578404e-05,0.07097662081128747,0.8417297601699829,0.7547685503959656,0.0076804514991181665,4.81279252562139e-11,8.031022069587834e-09,0.002816,1.1507131603138987e-05,0,0.08975492063492063,0.5515466332435608,0.8702723383903503,0.007653361552028218,0.012435989454388618,3.515692242217483e-06,0.004164571428571428,2.5879683107632445e-06,7.162906379143408e-10,0.13683352380952382,NaN,NaN,0.008090412698412697,NaN,NaN,0.0027771428571428574,NaN,NaN,0.066567139329806,0.04229428246617317,0.8452931642532349,0.007656522045855379,0.0028554601594805717,3.97500912185933e-08,0.0033439999999999998,0,4.3751682832215977e-10
42,3,0.000199316416754399,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/3,2.6402922230772674e-05,1,1.4342288523039315e-05,1,1,5000000,8.384771354030818e-05,0.09726083950617284,0,0.10458871722221375,0.008677587301587303,0,0.0034443992190063,0,0,0,0.13719689594356263,0.08841410279273987,0.19746989011764526,0.008576451499118167,0.0012606136733666062,0.003802006132900715,0,0,0,0.18718831746031747,0.7667728066444397,0.5903533697128296,0.009270405643738976,0.008516313508152962,0.017652764916419983,0,0,0,0.0959294532627866,0.6271476745605469,0.19739937782287598,0.008653206349206348,0.0036484054289758205,0.0054054297506809235,0,0,0
43,5,0.00040168491678587803,cece3354-493c-461d-b74e-4eba02fcde6b,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/Models/5,3.2578103855485097e-05,1,1.5527946743532084e-05,1,0.9998999834060669,5000000,0.00014790457498747855,0.09726083950617284,0.40305525064468384,0.08767478168010712,0.008677587301587303,0.01606489159166813,0.0017876888159662485,0,0,0,0.13719689594356263,0.1794087141752243,0.20350207388401031,0.008576451499118167,0.004109385423362255,0.0043512447737157345,0,0,0,0.18718831746031747,0.7274856567382812,0.5899217128753662,0.009270405643738976,0.008861090056598186,0.016591114923357964,0,0,0,0.0959294532627866,0.6349271535873413,0.187491774559021,0.008653206349206348,0.004070113878697157,0.005955222062766552,0,0,0
