fa8b7f50-8ccb-4404-ac9f-ac8a39ee6b56,22,8,2,"{''lr'': {''min_val'': 5e-07, ''max_val'': 5e-05}}",13a2546,/content/gdrive/MyDrive/ME Project/Data/Exp2 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Heatmap loss/fa8b7f50-8ccb-4404-ac9f-ac8a39ee6b56/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Heatmap loss/fa8b7f50-8ccb-4404-ac9f-ac8a39ee6b56/kt/,0
d329df7e-2e60-451e-930a-ed476993674d,21,6,6,"{''lr'': {''min_val'': 5e-06, ''max_val'': 0.001}}",ff66f00,/content/gdrive/MyDrive/ME Project/Data/Exp2 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Normal loss/d329df7e-2e60-451e-930a-ed476993674d/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Normal loss/d329df7e-2e60-451e-930a-ed476993674d/kt/,0
a8f67d36-9029-4352-a4c5-45b277a4cc78,11,6,10,"{''lr'': {''min_val'': 1e-05, ''max_val'': 0.1}}",9bbb221,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,"","",0
20ef2501-5ed7-443f-9588-75a51c7231c8,12,6,3,"{''lr'': {''min_val'': 1e-05, ''max_val'': 0.1}}",9bbb221,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,"","",0
3cc4b1cc-cdc7-40a3-a593-2a555697fd08,12,1,2,"{''lr'': {''min_val'': 5e-06, ''max_val'': 5e-06}}",51e8e47,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,,,0
c6163101-7d88-4f99-860a-4a5481a4eda1,12,1,2,"{''lr'': {''min_val'': 5e-06, ''max_val'': 5e-06}}",51e8e47,/content/gdrive/MyDrive/ME Project/Data/Dummy data,,,0
cece3354-493c-461d-b74e-4eba02fcde6b,11,8,6,"{''lr'': {''min_val'': 5e-06, ''max_val'': 0.001}}",51e8e47,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/cece3354-493c-461d-b74e-4eba02fcde6b/kt/,0
07d38239-87d5-47fd-b105-620d4606672a,11,8,6,"{''lr'': {''min_val'': 5e-06, ''max_val'': 0.001}}",51e8e47,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/07d38239-87d5-47fd-b105-620d4606672a/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/07d38239-87d5-47fd-b105-620d4606672a/kt/,0
21545806-7d42-4332-a576-f8e15b1bfba6,11,8,6,"{''lr'': {''min_val'': 5e-06, ''max_val'': 0.0001}}",13a2546,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/21545806-7d42-4332-a576-f8e15b1bfba6/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Normal loss/21545806-7d42-4332-a576-f8e15b1bfba6/kt/,0
c2b069d3-ac8b-408e-aab9-6b676c38d44d,12,8,2,"{''lr'': {''min_val'': 5e-07, ''max_val'': 5e-05}}",51e8e47,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/c2b069d3-ac8b-408e-aab9-6b676c38d44d/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/c2b069d3-ac8b-408e-aab9-6b676c38d44d/kt/,0
4d53c037-010e-459d-95bf-d547d03761dd,12,8,2,"{''lr'': {''min_val'': 5e-07, ''max_val'': 5e-05}}",13a2546,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/4d53c037-010e-459d-95bf-d547d03761dd/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/4d53c037-010e-459d-95bf-d547d03761dd/kt/,0
dfd6dd7e-a034-4ffa-86e6-b9761b906e16,12,8,2,"{''lr'': {''min_val'': 5e-07, ''max_val'': 5e-05}}",13a2546,/content/gdrive/MyDrive/ME Project/Data/Exp1 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/dfd6dd7e-a034-4ffa-86e6-b9761b906e16/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 1/Heatmap loss/dfd6dd7e-a034-4ffa-86e6-b9761b906e16/kt/,0
ffb860e1-c800-4c4a-b57f-215c5488c231,21,5,6,"{''lr'': {''min_val'': 5e-06, ''max_val'': 0.001}}",13a2546,/content/gdrive/MyDrive/ME Project/Data/Exp2 - 95a8c3d,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Normal loss/ffb860e1-c800-4c4a-b57f-215c5488c231/tb/,/content/gdrive/MyDrive/ME Project/New idea/Results/Experiment 2/Normal loss/ffb860e1-c800-4c4a-b57f-215c5488c231/kt/,0
